Circuit: * C:\Users\wesle\Desktop\projetos\joule_thief\joule_thief_V2.asc

Direct Newton iteration for .op point succeeded.
Heightened Def Con from 0.00690263 ++++++++++++++++++++++++to 0.00690263
Heightened Def Con from 0.00690263 ++++++++++++++++++++++++to 0.00690263
Heightened Def Con from 0.00690263 ++++++++++++++++++++++++to 0.00690263
Heightened Def Con from 0.00690264 ++++++++++++++++++++++++to 0.00690264
Heightened Def Con from 0.00690264 ++++++++++++++++++++++++to 0.00690264
Heightened Def Con from 0.00690264 ++++++++++++++++++++++++to 0.00690264
Heightened Def Con from 0.00690264 ++++++++++++++++++++++++to 0.00690264
Heightened Def Con from 0.00690264 ++++++++++++++++++++++++to 0.00690264
Heightened Def Con from 0.00690265 ++++++++++++++++++++++++to 0.00690265
Heightened Def Con from 0.00690265 ++++++++++++++++++++++++to 0.00690265
Heightened Def Con from 0.00690265 ++++++++++++++++++++++++to 0.00690265
Heightened Def Con from 0.00690265 ++++++++++++++++++++++++to 0.00690265
Heightened Def Con from 0.00690265 ++++++++++++++++++++++++to 0.00690265
Heightened Def Con from 0.00690265 ++++++++++++++++++++++++to 0.00690266
Heightened Def Con from 0.00690266 ++++++++++++++++++++++++to 0.00690266
Heightened Def Con from 0.00690266 ++++++++++++++++++++++++to 0.00690266
Heightened Def Con from 0.00690266 ++++++++++++++++++++++++to 0.00690266
Heightened Def Con from 0.00690266 ++++++++++++++++++++++++to 0.00690266
Heightened Def Con from 0.00690266 ++++++++++++++++++++++++to 0.00690267
Heightened Def Con from 0.00690267 ++++++++++++++++++++++++to 0.00690267
Heightened Def Con from 0.00690267 ++++++++++++++++++++++++to 0.00690267
Heightened Def Con from 0.00690267 ++++++++++++++++++++++++to 0.00690267
Heightened Def Con from 0.00690267 ++++++++++++++++++++++++to 0.00690267
Heightened Def Con from 0.00690267 ++++++++++++++++++++++++to 0.00690268
Heightened Def Con from 0.00690268 ++++++++++++++++++++++++to 0.00690268
Heightened Def Con from 0.00690268 ++++++++++++++++++++++++to 0.00690268
Heightened Def Con from 0.00690268 ++++++++++++++++++++++++to 0.00690268
Heightened Def Con from 0.00690268 ++++++++++++++++++++++++to 0.00690268
Heightened Def Con from 0.00690268 ++++++++++++++++++++++++to 0.00690268
Heightened Def Con from 0.00690269 ++++++++++++++++++++++++to 0.00690269
Heightened Def Con from 0.00690269 ++++++++++++++++++++++++to 0.00690269
Heightened Def Con from 0.00690269 ++++++++++++++++++++++++to 0.00690269
Heightened Def Con from 0.00690269 ++++++++++++++++++++++++to 0.00690269
Heightened Def Con from 0.00690269 ++++++++++++++++++++++++to 0.00690269
Heightened Def Con from 0.0069027 ++++++++++++++++++++++++to 0.0069027
Heightened Def Con from 0.0069027 ++++++++++++++++++++++++to 0.0069027
Heightened Def Con from 0.0069027 ++++++++++++++++++++++++to 0.0069027
Heightened Def Con from 0.0069027 ++++++++++++++++++++++++to 0.0069027
Heightened Def Con from 0.0069027 ++++++++++++++++++++++++to 0.0069027
Heightened Def Con from 0.00690271 ++++++++++++++++++++++++to 0.00690271
Heightened Def Con from 0.00690271 ++++++++++++++++++++++++to 0.00690271
Heightened Def Con from 0.00690271 ++++++++++++++++++++++++to 0.00690271
Heightened Def Con from 0.00690271 ++++++++++++++++++++++++to 0.00690271
Heightened Def Con from 0.00690271 ++++++++++++++++++++++++to 0.00690271
Heightened Def Con from 0.00690271 ++++++++++++++++++++++++to 0.00690272
Heightened Def Con from 0.00690272 ++++++++++++++++++++++++to 0.00690272
Heightened Def Con from 0.00690272 ++++++++++++++++++++++++to 0.00690272
Heightened Def Con from 0.00690272 ++++++++++++++++++++++++to 0.00690272
Heightened Def Con from 0.00690272 ++++++++++++++++++++++++to 0.00690272
Heightened Def Con from 0.00690272 ++++++++++++++++++++++++to 0.00690273
Heightened Def Con from 0.00690273 ++++++++++++++++++++++++to 0.00690273
Heightened Def Con from 0.00690273 ++++++++++++++++++++++++to 0.00690273
Heightened Def Con from 0.00690273 ++++++++++++++++++++++++to 0.00690273
Heightened Def Con from 0.00690273 ++++++++++++++++++++++++to 0.00690273
Heightened Def Con from 0.00690273 ++++++++++++++++++++++++to 0.00690273
Heightened Def Con from 0.00690274 ++++++++++++++++++++++++to 0.00690274
Heightened Def Con from 0.00690274 ++++++++++++++++++++++++to 0.00690274
Heightened Def Con from 0.00690274 ++++++++++++++++++++++++to 0.00690274
Heightened Def Con from 0.00690274 ++++++++++++++++++++++++to 0.00690274
Heightened Def Con from 0.00690274 ++++++++++++++++++++++++to 0.00690274
Heightened Def Con from 0.00690275 ++++++++++++++++++++++++to 0.00690275
Heightened Def Con from 0.00690275 ++++++++++++++++++++++++to 0.00690275
Heightened Def Con from 0.00690275 ++++++++++++++++++++++++to 0.00690275
Heightened Def Con from 0.00690275 ++++++++++++++++++++++++to 0.00690275
Heightened Def Con from 0.00690275 ++++++++++++++++++++++++to 0.00690275
Heightened Def Con from 0.00690276 ++++++++++++++++++++++++to 0.00690276
Heightened Def Con from 0.00690276 ++++++++++++++++++++++++to 0.00690276
Heightened Def Con from 0.00690276 ++++++++++++++++++++++++to 0.00690276
Heightened Def Con from 0.00690276 ++++++++++++++++++++++++to 0.00690276
Heightened Def Con from 0.00690276 ++++++++++++++++++++++++to 0.00690276
Heightened Def Con from 0.00690276 ++++++++++++++++++++++++to 0.00690277
Heightened Def Con from 0.00690277 ++++++++++++++++++++++++to 0.00690277
Heightened Def Con from 0.00690277 ++++++++++++++++++++++++to 0.00690277
Heightened Def Con from 0.00690277 ++++++++++++++++++++++++to 0.00690277
Heightened Def Con from 0.00690277 ++++++++++++++++++++++++to 0.00690277
Heightened Def Con from 0.00690277 ++++++++++++++++++++++++to 0.00690278
Heightened Def Con from 0.00690278 ++++++++++++++++++++++++to 0.00690278
Heightened Def Con from 0.00690278 ++++++++++++++++++++++++to 0.00690278
Heightened Def Con from 0.00690278 ++++++++++++++++++++++++to 0.00690278
Heightened Def Con from 0.00690278 ++++++++++++++++++++++++to 0.00690278
Heightened Def Con from 0.00690278 ++++++++++++++++++++++++to 0.00690278
Heightened Def Con from 0.00690279 ++++++++++++++++++++++++to 0.00690279
Heightened Def Con from 0.00690279 ++++++++++++++++++++++++to 0.00690279
Heightened Def Con from 0.00690279 ++++++++++++++++++++++++to 0.00690279
Heightened Def Con from 0.00690279 ++++++++++++++++++++++++to 0.00690279
Heightened Def Con from 0.00690279 ++++++++++++++++++++++++to 0.00690279
Heightened Def Con from 0.0069028 ++++++++++++++++++++++++to 0.0069028
Heightened Def Con from 0.0069028 ++++++++++++++++++++++++to 0.0069028
Heightened Def Con from 0.0069028 ++++++++++++++++++++++++to 0.0069028
Heightened Def Con from 0.0069028 ++++++++++++++++++++++++to 0.0069028
Heightened Def Con from 0.0069028 ++++++++++++++++++++++++to 0.0069028
Heightened Def Con from 0.00690281 ++++++++++++++++++++++++to 0.00690281
Heightened Def Con from 0.00690281 ++++++++++++++++++++++++to 0.00690281
Heightened Def Con from 0.00690281 ++++++++++++++++++++++++to 0.00690281
Heightened Def Con from 0.00690281 ++++++++++++++++++++++++to 0.00690281
Heightened Def Con from 0.00690281 ++++++++++++++++++++++++to 0.00690281
Heightened Def Con from 0.00690281 ++++++++++++++++++++++++to 0.00690282
Heightened Def Con from 0.00690282 ++++++++++++++++++++++++to 0.00690282
Heightened Def Con from 0.00690282 ++++++++++++++++++++++++to 0.00690282
Heightened Def Con from 0.00690282 ++++++++++++++++++++++++to 0.00690282
Heightened Def Con from 0.00690282 ++++++++++++++++++++++++to 0.00690282
Heightened Def Con from 0.00690282 ++++++++++++++++++++++++to 0.00690283
Heightened Def Con from 0.00690283 ++++++++++++++++++++++++to 0.00690283
Heightened Def Con from 0.00690283 ++++++++++++++++++++++++to 0.00690283
Heightened Def Con from 0.00690283 ++++++++++++++++++++++++to 0.00690283
Heightened Def Con from 0.00690283 ++++++++++++++++++++++++to 0.00690283
Heightened Def Con from 0.00690283 ++++++++++++++++++++++++to 0.00690283
Heightened Def Con from 0.00690284 ++++++++++++++++++++++++to 0.00690284
Heightened Def Con from 0.00690284 ++++++++++++++++++++++++to 0.00690284
Heightened Def Con from 0.00690284 ++++++++++++++++++++++++to 0.00690284
Heightened Def Con from 0.00690284 ++++++++++++++++++++++++to 0.00690284
Heightened Def Con from 0.00690284 ++++++++++++++++++++++++to 0.00690284
Heightened Def Con from 0.00690285 ++++++++++++++++++++++++to 0.00690285
Heightened Def Con from 0.00690285 ++++++++++++++++++++++++to 0.00690285
Heightened Def Con from 0.00690285 ++++++++++++++++++++++++to 0.00690285
Heightened Def Con from 0.00690285 ++++++++++++++++++++++++to 0.00690285
Heightened Def Con from 0.00690285 ++++++++++++++++++++++++to 0.00690285
Heightened Def Con from 0.00690286 ++++++++++++++++++++++++to 0.00690286
Heightened Def Con from 0.00690286 ++++++++++++++++++++++++to 0.00690286
Heightened Def Con from 0.00690286 ++++++++++++++++++++++++to 0.00690286
Heightened Def Con from 0.00690286 ++++++++++++++++++++++++to 0.00690286
Heightened Def Con from 0.00690286 ++++++++++++++++++++++++to 0.00690286
Heightened Def Con from 0.00690286 ++++++++++++++++++++++++to 0.00690287
Heightened Def Con from 0.00690287 ++++++++++++++++++++++++to 0.00690287
Heightened Def Con from 0.00690287 ++++++++++++++++++++++++to 0.00690287
Heightened Def Con from 0.00690287 ++++++++++++++++++++++++to 0.00690287
Heightened Def Con from 0.00690287 ++++++++++++++++++++++++to 0.00690287
Heightened Def Con from 0.00690287 ++++++++++++++++++++++++to 0.00690288
Heightened Def Con from 0.00690288 ++++++++++++++++++++++++to 0.00690288
Heightened Def Con from 0.00690288 ++++++++++++++++++++++++to 0.00690288
Heightened Def Con from 0.00690288 ++++++++++++++++++++++++to 0.00690288
Heightened Def Con from 0.00690288 ++++++++++++++++++++++++to 0.00690288
Heightened Def Con from 0.00690288 ++++++++++++++++++++++++to 0.00690288
Heightened Def Con from 0.00690289 ++++++++++++++++++++++++to 0.00690289
Heightened Def Con from 0.00690289 ++++++++++++++++++++++++to 0.00690289
Heightened Def Con from 0.00690289 ++++++++++++++++++++++++to 0.00690289
Heightened Def Con from 0.00690289 ++++++++++++++++++++++++to 0.00690289
Heightened Def Con from 0.00690289 ++++++++++++++++++++++++to 0.00690289
Heightened Def Con from 0.0069029 ++++++++++++++++++++++++to 0.0069029
Heightened Def Con from 0.0069029 ++++++++++++++++++++++++to 0.0069029
Heightened Def Con from 0.0069029 ++++++++++++++++++++++++to 0.0069029
Heightened Def Con from 0.0069029 ++++++++++++++++++++++++to 0.0069029
Heightened Def Con from 0.0069029 ++++++++++++++++++++++++to 0.0069029
Heightened Def Con from 0.00690291 ++++++++++++++++++++++++to 0.00690291
Heightened Def Con from 0.00690291 ++++++++++++++++++++++++to 0.00690291
Heightened Def Con from 0.00690291 ++++++++++++++++++++++++to 0.00690291
Heightened Def Con from 0.00690291 ++++++++++++++++++++++++to 0.00690291
Heightened Def Con from 0.00690291 ++++++++++++++++++++++++to 0.00690291
Heightened Def Con from 0.00690291 ++++++++++++++++++++++++to 0.00690292
Heightened Def Con from 0.00690292 ++++++++++++++++++++++++to 0.00690292
Heightened Def Con from 0.00690292 ++++++++++++++++++++++++to 0.00690292
Heightened Def Con from 0.00690292 ++++++++++++++++++++++++to 0.00690292
Heightened Def Con from 0.00690292 ++++++++++++++++++++++++to 0.00690292
Heightened Def Con from 0.00690292 ++++++++++++++++++++++++to 0.00690293
Heightened Def Con from 0.00690293 ++++++++++++++++++++++++to 0.00690293
Heightened Def Con from 0.00690293 ++++++++++++++++++++++++to 0.00690293
Heightened Def Con from 0.00690293 ++++++++++++++++++++++++to 0.00690293
Heightened Def Con from 0.00690293 ++++++++++++++++++++++++to 0.00690293
Heightened Def Con from 0.00690293 ++++++++++++++++++++++++to 0.00690294
Heightened Def Con from 0.00690294 ++++++++++++++++++++++++to 0.00690294
Heightened Def Con from 0.00690294 ++++++++++++++++++++++++to 0.00690294
Heightened Def Con from 0.00690294 ++++++++++++++++++++++++to 0.00690294
Heightened Def Con from 0.00690294 ++++++++++++++++++++++++to 0.00690294
Heightened Def Con from 0.00690294 ++++++++++++++++++++++++to 0.00690294
Heightened Def Con from 0.00690295 ++++++++++++++++++++++++to 0.00690295
Heightened Def Con from 0.00690295 ++++++++++++++++++++++++to 0.00690295
Heightened Def Con from 0.00690295 ++++++++++++++++++++++++to 0.00690295
Heightened Def Con from 0.00690295 ++++++++++++++++++++++++to 0.00690295
Heightened Def Con from 0.00690295 ++++++++++++++++++++++++to 0.00690295
Heightened Def Con from 0.00690296 ++++++++++++++++++++++++to 0.00690296
Heightened Def Con from 0.00690296 ++++++++++++++++++++++++to 0.00690296
Heightened Def Con from 0.00690296 ++++++++++++++++++++++++to 0.00690296
Heightened Def Con from 0.00690296 ++++++++++++++++++++++++to 0.00690296
Heightened Def Con from 0.00690296 ++++++++++++++++++++++++to 0.00690296
Heightened Def Con from 0.00690296 ++++++++++++++++++++++++to 0.00690297
Heightened Def Con from 0.00690297 ++++++++++++++++++++++++to 0.00690297
Heightened Def Con from 0.00690297 ++++++++++++++++++++++++to 0.00690297
Heightened Def Con from 0.00690297 ++++++++++++++++++++++++to 0.00690297
Heightened Def Con from 0.00690297 ++++++++++++++++++++++++to 0.00690297
Heightened Def Con from 0.00690297 ++++++++++++++++++++++++to 0.00690298
Heightened Def Con from 0.00690298 ++++++++++++++++++++++++to 0.00690298
Heightened Def Con from 0.00690298 ++++++++++++++++++++++++to 0.00690298
Heightened Def Con from 0.00690298 ++++++++++++++++++++++++to 0.00690298
Heightened Def Con from 0.00690298 ++++++++++++++++++++++++to 0.00690298
Heightened Def Con from 0.00690298 ++++++++++++++++++++++++to 0.00690299
Heightened Def Con from 0.00690299 ++++++++++++++++++++++++to 0.00690299
Heightened Def Con from 0.00690299 ++++++++++++++++++++++++to 0.00690299
Heightened Def Con from 0.00690299 ++++++++++++++++++++++++to 0.00690299
Heightened Def Con from 0.00690299 ++++++++++++++++++++++++to 0.00690299
Heightened Def Con from 0.00690299 ++++++++++++++++++++++++to 0.00690299
Heightened Def Con from 0.006903 ++++++++++++++++++++++++to 0.006903
Heightened Def Con from 0.006903 ++++++++++++++++++++++++to 0.006903
Heightened Def Con from 0.006903 ++++++++++++++++++++++++to 0.006903
Heightened Def Con from 0.006903 ++++++++++++++++++++++++to 0.006903
Heightened Def Con from 0.006903 ++++++++++++++++++++++++to 0.006903
Heightened Def Con from 0.00690301 ++++++++++++++++++++++++to 0.00690301
Heightened Def Con from 0.00690301 ++++++++++++++++++++++++to 0.00690301
Heightened Def Con from 0.00690301 ++++++++++++++++++++++++to 0.00690301
Heightened Def Con from 0.00690301 ++++++++++++++++++++++++to 0.00690301
Heightened Def Con from 0.00690301 ++++++++++++++++++++++++to 0.00690301
Heightened Def Con from 0.00690301 ++++++++++++++++++++++++to 0.00690302
Heightened Def Con from 0.00690302 ++++++++++++++++++++++++to 0.00690302
Heightened Def Con from 0.00690302 ++++++++++++++++++++++++to 0.00690302
Heightened Def Con from 0.00690302 ++++++++++++++++++++++++to 0.00690302
Heightened Def Con from 0.00690302 ++++++++++++++++++++++++to 0.00690302
Heightened Def Con from 0.00690302 ++++++++++++++++++++++++to 0.00690303
Heightened Def Con from 0.00690303 ++++++++++++++++++++++++to 0.00690303
Heightened Def Con from 0.00690303 ++++++++++++++++++++++++to 0.00690303
Heightened Def Con from 0.00690303 ++++++++++++++++++++++++to 0.00690303
Heightened Def Con from 0.00690303 ++++++++++++++++++++++++to 0.00690303
Heightened Def Con from 0.00690303 ++++++++++++++++++++++++to 0.00690304
Heightened Def Con from 0.00690304 ++++++++++++++++++++++++to 0.00690304
Heightened Def Con from 0.00690304 ++++++++++++++++++++++++to 0.00690304
Heightened Def Con from 0.00690304 ++++++++++++++++++++++++to 0.00690304
Heightened Def Con from 0.00690304 ++++++++++++++++++++++++to 0.00690304
Heightened Def Con from 0.00690304 ++++++++++++++++++++++++to 0.00690304
Heightened Def Con from 0.00690305 ++++++++++++++++++++++++to 0.00690305
Heightened Def Con from 0.00690305 ++++++++++++++++++++++++to 0.00690305
Heightened Def Con from 0.00690305 ++++++++++++++++++++++++to 0.00690305
Heightened Def Con from 0.00690305 ++++++++++++++++++++++++to 0.00690305
Heightened Def Con from 0.00690305 ++++++++++++++++++++++++to 0.00690305
Heightened Def Con from 0.00690306 ++++++++++++++++++++++++to 0.00690306
Heightened Def Con from 0.00690306 ++++++++++++++++++++++++to 0.00690306
Heightened Def Con from 0.00690306 ++++++++++++++++++++++++to 0.00690306
Heightened Def Con from 0.00690306 ++++++++++++++++++++++++to 0.00690306
Heightened Def Con from 0.00690306 ++++++++++++++++++++++++to 0.00690306
Heightened Def Con from 0.00690306 ++++++++++++++++++++++++to 0.00690307
Heightened Def Con from 0.00690307 ++++++++++++++++++++++++to 0.00690307
Heightened Def Con from 0.00690307 ++++++++++++++++++++++++to 0.00690307
Heightened Def Con from 0.00690307 ++++++++++++++++++++++++to 0.00690307
Heightened Def Con from 0.00690307 ++++++++++++++++++++++++to 0.00690307
Heightened Def Con from 0.00690307 ++++++++++++++++++++++++to 0.00690308
Heightened Def Con from 0.00690308 ++++++++++++++++++++++++to 0.00690308
Heightened Def Con from 0.00690308 ++++++++++++++++++++++++to 0.00690308
Heightened Def Con from 0.00690308 ++++++++++++++++++++++++to 0.00690308
Heightened Def Con from 0.00690308 ++++++++++++++++++++++++to 0.00690308
Heightened Def Con from 0.00690308 ++++++++++++++++++++++++to 0.00690309
Heightened Def Con from 0.00690309 ++++++++++++++++++++++++to 0.00690309
Heightened Def Con from 0.00690309 ++++++++++++++++++++++++to 0.00690309
Heightened Def Con from 0.00690309 ++++++++++++++++++++++++to 0.00690309
Heightened Def Con from 0.00690309 ++++++++++++++++++++++++to 0.00690309
Heightened Def Con from 0.00690309 ++++++++++++++++++++++++to 0.00690309
Heightened Def Con from 0.0069031 ++++++++++++++++++++++++to 0.0069031
Heightened Def Con from 0.0069031 ++++++++++++++++++++++++to 0.0069031
Heightened Def Con from 0.0069031 ++++++++++++++++++++++++to 0.0069031
Heightened Def Con from 0.0069031 ++++++++++++++++++++++++to 0.0069031
Heightened Def Con from 0.0069031 ++++++++++++++++++++++++to 0.0069031
Heightened Def Con from 0.00690311 ++++++++++++++++++++++++to 0.00690311
Heightened Def Con from 0.00690311 ++++++++++++++++++++++++to 0.00690311
Heightened Def Con from 0.00690311 ++++++++++++++++++++++++to 0.00690311
Heightened Def Con from 0.00690311 ++++++++++++++++++++++++to 0.00690311
Heightened Def Con from 0.00690311 ++++++++++++++++++++++++to 0.00690311
Heightened Def Con from 0.00690311 ++++++++++++++++++++++++to 0.00690312
Heightened Def Con from 0.00690312 ++++++++++++++++++++++++to 0.00690312
Heightened Def Con from 0.00690312 ++++++++++++++++++++++++to 0.00690312
Heightened Def Con from 0.00690312 ++++++++++++++++++++++++to 0.00690312
Heightened Def Con from 0.00690312 ++++++++++++++++++++++++to 0.00690312
Heightened Def Con from 0.00690312 ++++++++++++++++++++++++to 0.00690313
Heightened Def Con from 0.00690313 ++++++++++++++++++++++++to 0.00690313
Heightened Def Con from 0.00690313 ++++++++++++++++++++++++to 0.00690313
Heightened Def Con from 0.00690313 ++++++++++++++++++++++++to 0.00690313
Heightened Def Con from 0.00690313 ++++++++++++++++++++++++to 0.00690313
Heightened Def Con from 0.00690313 ++++++++++++++++++++++++to 0.00690314
Heightened Def Con from 0.00690314 ++++++++++++++++++++++++to 0.00690314
Heightened Def Con from 0.00690314 ++++++++++++++++++++++++to 0.00690314
Heightened Def Con from 0.00690314 ++++++++++++++++++++++++to 0.00690314
Heightened Def Con from 0.00690314 ++++++++++++++++++++++++to 0.00690314
Heightened Def Con from 0.00690314 ++++++++++++++++++++++++to 0.00690314
Heightened Def Con from 0.00690315 ++++++++++++++++++++++++to 0.00690315
Heightened Def Con from 0.00690315 ++++++++++++++++++++++++to 0.00690315
Heightened Def Con from 0.00690315 ++++++++++++++++++++++++to 0.00690315
Heightened Def Con from 0.00690315 ++++++++++++++++++++++++to 0.00690315
Heightened Def Con from 0.00690315 ++++++++++++++++++++++++to 0.00690315
Heightened Def Con from 0.00690316 ++++++++++++++++++++++++to 0.00690316
Heightened Def Con from 0.00690316 ++++++++++++++++++++++++to 0.00690316
Heightened Def Con from 0.00690316 ++++++++++++++++++++++++to 0.00690316
Heightened Def Con from 0.00690316 ++++++++++++++++++++++++to 0.00690316
Heightened Def Con from 0.00690316 ++++++++++++++++++++++++to 0.00690316
Heightened Def Con from 0.00690316 ++++++++++++++++++++++++to 0.00690317
Heightened Def Con from 0.00690317 ++++++++++++++++++++++++to 0.00690317
Heightened Def Con from 0.00690317 ++++++++++++++++++++++++to 0.00690317
Heightened Def Con from 0.00690317 ++++++++++++++++++++++++to 0.00690317
Heightened Def Con from 0.00690317 ++++++++++++++++++++++++to 0.00690317
Heightened Def Con from 0.00690317 ++++++++++++++++++++++++to 0.00690318
Heightened Def Con from 0.00690318 ++++++++++++++++++++++++to 0.00690318
Heightened Def Con from 0.00690318 ++++++++++++++++++++++++to 0.00690318
Heightened Def Con from 0.00690318 ++++++++++++++++++++++++to 0.00690318
Heightened Def Con from 0.00690318 ++++++++++++++++++++++++to 0.00690318
Heightened Def Con from 0.00690318 ++++++++++++++++++++++++to 0.00690319
Heightened Def Con from 0.00690319 ++++++++++++++++++++++++to 0.00690319
Heightened Def Con from 0.00690319 ++++++++++++++++++++++++to 0.00690319
Heightened Def Con from 0.00690319 ++++++++++++++++++++++++to 0.00690319
Heightened Def Con from 0.00690319 ++++++++++++++++++++++++to 0.00690319
Heightened Def Con from 0.00690319 ++++++++++++++++++++++++to 0.00690319
Heightened Def Con from 0.0069032 ++++++++++++++++++++++++to 0.0069032
Heightened Def Con from 0.0069032 ++++++++++++++++++++++++to 0.0069032
Heightened Def Con from 0.0069032 ++++++++++++++++++++++++to 0.0069032
Heightened Def Con from 0.0069032 ++++++++++++++++++++++++to 0.0069032
Heightened Def Con from 0.0069032 ++++++++++++++++++++++++to 0.0069032
Heightened Def Con from 0.00690321 ++++++++++++++++++++++++to 0.00690321
Heightened Def Con from 0.00690321 ++++++++++++++++++++++++to 0.00690321
Heightened Def Con from 0.00690321 ++++++++++++++++++++++++to 0.00690321
Heightened Def Con from 0.00690321 ++++++++++++++++++++++++to 0.00690321
Heightened Def Con from 0.00690321 ++++++++++++++++++++++++to 0.00690321
Heightened Def Con from 0.00690321 ++++++++++++++++++++++++to 0.00690322
Heightened Def Con from 0.00690322 ++++++++++++++++++++++++to 0.00690322
Heightened Def Con from 0.00690322 ++++++++++++++++++++++++to 0.00690322
Heightened Def Con from 0.00690322 ++++++++++++++++++++++++to 0.00690322
Heightened Def Con from 0.00690322 ++++++++++++++++++++++++to 0.00690322
Heightened Def Con from 0.00690322 ++++++++++++++++++++++++to 0.00690323
Heightened Def Con from 0.00690323 ++++++++++++++++++++++++to 0.00690323
Heightened Def Con from 0.00690323 ++++++++++++++++++++++++to 0.00690323
Heightened Def Con from 0.00690323 ++++++++++++++++++++++++to 0.00690323
Heightened Def Con from 0.00690323 ++++++++++++++++++++++++to 0.00690323
Heightened Def Con from 0.00690323 ++++++++++++++++++++++++to 0.00690324
Heightened Def Con from 0.00690324 ++++++++++++++++++++++++to 0.00690324
Heightened Def Con from 0.00690324 ++++++++++++++++++++++++to 0.00690324
Heightened Def Con from 0.00690324 ++++++++++++++++++++++++to 0.00690324
Heightened Def Con from 0.00690324 ++++++++++++++++++++++++to 0.00690324
Heightened Def Con from 0.00690324 ++++++++++++++++++++++++to 0.00690324
Heightened Def Con from 0.00690325 ++++++++++++++++++++++++to 0.00690325
Heightened Def Con from 0.00690325 ++++++++++++++++++++++++to 0.00690325
Heightened Def Con from 0.00690325 ++++++++++++++++++++++++to 0.00690325
Heightened Def Con from 0.00690325 ++++++++++++++++++++++++to 0.00690325
Heightened Def Con from 0.00690325 ++++++++++++++++++++++++to 0.00690325
Heightened Def Con from 0.00690326 ++++++++++++++++++++++++to 0.00690326
Heightened Def Con from 0.00690326 ++++++++++++++++++++++++to 0.00690326
Heightened Def Con from 0.00690326 ++++++++++++++++++++++++to 0.00690326
Heightened Def Con from 0.00690326 ++++++++++++++++++++++++to 0.00690326
Heightened Def Con from 0.00690326 ++++++++++++++++++++++++to 0.00690326
Heightened Def Con from 0.00690327 ++++++++++++++++++++++++to 0.00690327
Heightened Def Con from 0.00690327 ++++++++++++++++++++++++to 0.00690327
Heightened Def Con from 0.00690327 ++++++++++++++++++++++++to 0.00690327
Heightened Def Con from 0.00690327 ++++++++++++++++++++++++to 0.00690327
Heightened Def Con from 0.00690327 ++++++++++++++++++++++++to 0.00690327
Heightened Def Con from 0.00690327 ++++++++++++++++++++++++to 0.00690328
Heightened Def Con from 0.00690328 ++++++++++++++++++++++++to 0.00690328
Heightened Def Con from 0.00690328 ++++++++++++++++++++++++to 0.00690328
Heightened Def Con from 0.00690328 ++++++++++++++++++++++++to 0.00690328
Heightened Def Con from 0.00690328 ++++++++++++++++++++++++to 0.00690328
Heightened Def Con from 0.00690328 ++++++++++++++++++++++++to 0.00690329
Heightened Def Con from 0.00690329 ++++++++++++++++++++++++to 0.00690329
Heightened Def Con from 0.00690329 ++++++++++++++++++++++++to 0.00690329
Heightened Def Con from 0.00690329 ++++++++++++++++++++++++to 0.00690329
Heightened Def Con from 0.00690329 ++++++++++++++++++++++++to 0.00690329
Heightened Def Con from 0.00690329 ++++++++++++++++++++++++to 0.00690329
Heightened Def Con from 0.0069033 ++++++++++++++++++++++++to 0.0069033
Heightened Def Con from 0.0069033 ++++++++++++++++++++++++to 0.0069033
Heightened Def Con from 0.0069033 ++++++++++++++++++++++++to 0.0069033
Heightened Def Con from 0.0069033 ++++++++++++++++++++++++to 0.0069033
Heightened Def Con from 0.0069033 ++++++++++++++++++++++++to 0.0069033
Heightened Def Con from 0.00690331 ++++++++++++++++++++++++to 0.00690331
Heightened Def Con from 0.00690331 ++++++++++++++++++++++++to 0.00690331
Heightened Def Con from 0.00690331 ++++++++++++++++++++++++to 0.00690331
Heightened Def Con from 0.00690331 ++++++++++++++++++++++++to 0.00690331
Heightened Def Con from 0.00690331 ++++++++++++++++++++++++to 0.00690331
Heightened Def Con from 0.00690332 ++++++++++++++++++++++++to 0.00690332
Heightened Def Con from 0.00690332 ++++++++++++++++++++++++to 0.00690332
Heightened Def Con from 0.00690332 ++++++++++++++++++++++++to 0.00690332
Heightened Def Con from 0.00690332 ++++++++++++++++++++++++to 0.00690332
Heightened Def Con from 0.00690332 ++++++++++++++++++++++++to 0.00690332
Heightened Def Con from 0.00690332 ++++++++++++++++++++++++to 0.00690333
Heightened Def Con from 0.00690333 ++++++++++++++++++++++++to 0.00690333
Heightened Def Con from 0.00690333 ++++++++++++++++++++++++to 0.00690333
Heightened Def Con from 0.00690333 ++++++++++++++++++++++++to 0.00690333
Heightened Def Con from 0.00690333 ++++++++++++++++++++++++to 0.00690333
Heightened Def Con from 0.00690333 ++++++++++++++++++++++++to 0.00690334
Heightened Def Con from 0.00690334 ++++++++++++++++++++++++to 0.00690334
Heightened Def Con from 0.00690334 ++++++++++++++++++++++++to 0.00690334
Heightened Def Con from 0.00690334 ++++++++++++++++++++++++to 0.00690334
Heightened Def Con from 0.00690334 ++++++++++++++++++++++++to 0.00690334
Heightened Def Con from 0.00690334 ++++++++++++++++++++++++to 0.00690334
Heightened Def Con from 0.00690335 ++++++++++++++++++++++++to 0.00690335
Heightened Def Con from 0.00690335 ++++++++++++++++++++++++to 0.00690335
Heightened Def Con from 0.00690335 ++++++++++++++++++++++++to 0.00690335
Heightened Def Con from 0.00690335 ++++++++++++++++++++++++to 0.00690335
