Circuit: * C:\Users\wesle\Desktop\projetos\joule_thief\joule_thief_V2.asc

Direct Newton iteration for .op point succeeded.
Heightened Def Con from 0.00690031 ++++++++++++++++++++++++to 0.00690031
Heightened Def Con from 0.00690031 ++++++++++++++++++++++++to 0.00690031
Heightened Def Con from 0.00690031 ++++++++++++++++++++++++to 0.00690031
Heightened Def Con from 0.00690031 ++++++++++++++++++++++++to 0.00690032
Heightened Def Con from 0.00690032 ++++++++++++++++++++++++to 0.00690032
Heightened Def Con from 0.00690032 ++++++++++++++++++++++++to 0.00690032
Heightened Def Con from 0.00690032 ++++++++++++++++++++++++to 0.00690032
Heightened Def Con from 0.00690032 ++++++++++++++++++++++++to 0.00690032
Heightened Def Con from 0.00690032 ++++++++++++++++++++++++to 0.00690033
Heightened Def Con from 0.00690033 ++++++++++++++++++++++++to 0.00690033
Heightened Def Con from 0.00690033 ++++++++++++++++++++++++to 0.00690033
Heightened Def Con from 0.00690033 ++++++++++++++++++++++++to 0.00690033
Heightened Def Con from 0.00690033 ++++++++++++++++++++++++to 0.00690033
Heightened Def Con from 0.00690033 ++++++++++++++++++++++++to 0.00690034
Heightened Def Con from 0.00690034 ++++++++++++++++++++++++to 0.00690034
Heightened Def Con from 0.00690034 ++++++++++++++++++++++++to 0.00690034
Heightened Def Con from 0.00690034 ++++++++++++++++++++++++to 0.00690034
Heightened Def Con from 0.00690034 ++++++++++++++++++++++++to 0.00690034
Heightened Def Con from 0.00690034 ++++++++++++++++++++++++to 0.00690034
Heightened Def Con from 0.00690035 ++++++++++++++++++++++++to 0.00690035
Heightened Def Con from 0.00690035 ++++++++++++++++++++++++to 0.00690035
Heightened Def Con from 0.00690035 ++++++++++++++++++++++++to 0.00690035
Heightened Def Con from 0.00690035 ++++++++++++++++++++++++to 0.00690035
Heightened Def Con from 0.00690035 ++++++++++++++++++++++++to 0.00690035
Heightened Def Con from 0.00690036 ++++++++++++++++++++++++to 0.00690036
Heightened Def Con from 0.00690036 ++++++++++++++++++++++++to 0.00690036
Heightened Def Con from 0.00690036 ++++++++++++++++++++++++to 0.00690036
Heightened Def Con from 0.00690036 ++++++++++++++++++++++++to 0.00690036
Heightened Def Con from 0.00690036 ++++++++++++++++++++++++to 0.00690036
Heightened Def Con from 0.00690037 ++++++++++++++++++++++++to 0.00690037
Heightened Def Con from 0.00690037 ++++++++++++++++++++++++to 0.00690037
Heightened Def Con from 0.00690037 ++++++++++++++++++++++++to 0.00690037
Heightened Def Con from 0.00690037 ++++++++++++++++++++++++to 0.00690037
Heightened Def Con from 0.00690037 ++++++++++++++++++++++++to 0.00690037
Heightened Def Con from 0.00690037 ++++++++++++++++++++++++to 0.00690038
Heightened Def Con from 0.00690038 ++++++++++++++++++++++++to 0.00690038
Heightened Def Con from 0.00690038 ++++++++++++++++++++++++to 0.00690038
Heightened Def Con from 0.00690038 ++++++++++++++++++++++++to 0.00690038
Heightened Def Con from 0.00690038 ++++++++++++++++++++++++to 0.00690038
Heightened Def Con from 0.00690038 ++++++++++++++++++++++++to 0.00690039
Heightened Def Con from 0.00690039 ++++++++++++++++++++++++to 0.00690039
Heightened Def Con from 0.00690039 ++++++++++++++++++++++++to 0.00690039
Heightened Def Con from 0.00690039 ++++++++++++++++++++++++to 0.00690039
Heightened Def Con from 0.00690039 ++++++++++++++++++++++++to 0.00690039
Heightened Def Con from 0.00690039 ++++++++++++++++++++++++to 0.00690039
Heightened Def Con from 0.0069004 ++++++++++++++++++++++++to 0.0069004
Heightened Def Con from 0.0069004 ++++++++++++++++++++++++to 0.0069004
Heightened Def Con from 0.0069004 ++++++++++++++++++++++++to 0.0069004
Heightened Def Con from 0.0069004 ++++++++++++++++++++++++to 0.0069004
Heightened Def Con from 0.0069004 ++++++++++++++++++++++++to 0.0069004
Heightened Def Con from 0.00690041 ++++++++++++++++++++++++to 0.00690041
Heightened Def Con from 0.00690041 ++++++++++++++++++++++++to 0.00690041
Heightened Def Con from 0.00690041 ++++++++++++++++++++++++to 0.00690041
Heightened Def Con from 0.00690041 ++++++++++++++++++++++++to 0.00690041
Heightened Def Con from 0.00690041 ++++++++++++++++++++++++to 0.00690041
Heightened Def Con from 0.00690042 ++++++++++++++++++++++++to 0.00690042
Heightened Def Con from 0.00690042 ++++++++++++++++++++++++to 0.00690042
Heightened Def Con from 0.00690042 ++++++++++++++++++++++++to 0.00690042
Heightened Def Con from 0.00690042 ++++++++++++++++++++++++to 0.00690042
Heightened Def Con from 0.00690042 ++++++++++++++++++++++++to 0.00690042
Heightened Def Con from 0.00690042 ++++++++++++++++++++++++to 0.00690043
Heightened Def Con from 0.00690043 ++++++++++++++++++++++++to 0.00690043
Heightened Def Con from 0.00690043 ++++++++++++++++++++++++to 0.00690043
Heightened Def Con from 0.00690043 ++++++++++++++++++++++++to 0.00690043
Heightened Def Con from 0.00690043 ++++++++++++++++++++++++to 0.00690043
Heightened Def Con from 0.00690043 ++++++++++++++++++++++++to 0.00690044
Heightened Def Con from 0.00690044 ++++++++++++++++++++++++to 0.00690044
Heightened Def Con from 0.00690044 ++++++++++++++++++++++++to 0.00690044
Heightened Def Con from 0.00690044 ++++++++++++++++++++++++to 0.00690044
Heightened Def Con from 0.00690044 ++++++++++++++++++++++++to 0.00690044
Heightened Def Con from 0.00690044 ++++++++++++++++++++++++to 0.00690044
Heightened Def Con from 0.00690045 ++++++++++++++++++++++++to 0.00690045
Heightened Def Con from 0.00690045 ++++++++++++++++++++++++to 0.00690045
Heightened Def Con from 0.00690045 ++++++++++++++++++++++++to 0.00690045
Heightened Def Con from 0.00690045 ++++++++++++++++++++++++to 0.00690045
Heightened Def Con from 0.00690045 ++++++++++++++++++++++++to 0.00690045
Heightened Def Con from 0.00690046 ++++++++++++++++++++++++to 0.00690046
Heightened Def Con from 0.00690046 ++++++++++++++++++++++++to 0.00690046
Heightened Def Con from 0.00690046 ++++++++++++++++++++++++to 0.00690046
Heightened Def Con from 0.00690046 ++++++++++++++++++++++++to 0.00690046
Heightened Def Con from 0.00690046 ++++++++++++++++++++++++to 0.00690046
Heightened Def Con from 0.00690047 ++++++++++++++++++++++++to 0.00690047
Heightened Def Con from 0.00690047 ++++++++++++++++++++++++to 0.00690047
Heightened Def Con from 0.00690047 ++++++++++++++++++++++++to 0.00690047
Heightened Def Con from 0.00690047 ++++++++++++++++++++++++to 0.00690047
Heightened Def Con from 0.00690047 ++++++++++++++++++++++++to 0.00690047
Heightened Def Con from 0.00690047 ++++++++++++++++++++++++to 0.00690048
Heightened Def Con from 0.00690048 ++++++++++++++++++++++++to 0.00690048
Heightened Def Con from 0.00690048 ++++++++++++++++++++++++to 0.00690048
Heightened Def Con from 0.00690048 ++++++++++++++++++++++++to 0.00690048
Heightened Def Con from 0.00690048 ++++++++++++++++++++++++to 0.00690048
Heightened Def Con from 0.00690048 ++++++++++++++++++++++++to 0.00690049
Heightened Def Con from 0.00690049 ++++++++++++++++++++++++to 0.00690049
Heightened Def Con from 0.00690049 ++++++++++++++++++++++++to 0.00690049
Heightened Def Con from 0.00690049 ++++++++++++++++++++++++to 0.00690049
Heightened Def Con from 0.00690049 ++++++++++++++++++++++++to 0.00690049
Heightened Def Con from 0.00690049 ++++++++++++++++++++++++to 0.00690049
Heightened Def Con from 0.0069005 ++++++++++++++++++++++++to 0.0069005
Heightened Def Con from 0.0069005 ++++++++++++++++++++++++to 0.0069005
Heightened Def Con from 0.0069005 ++++++++++++++++++++++++to 0.0069005
Heightened Def Con from 0.0069005 ++++++++++++++++++++++++to 0.0069005
Heightened Def Con from 0.0069005 ++++++++++++++++++++++++to 0.0069005
Heightened Def Con from 0.00690051 ++++++++++++++++++++++++to 0.00690051
Heightened Def Con from 0.00690051 ++++++++++++++++++++++++to 0.00690051
Heightened Def Con from 0.00690051 ++++++++++++++++++++++++to 0.00690051
Heightened Def Con from 0.00690051 ++++++++++++++++++++++++to 0.00690051
Heightened Def Con from 0.00690051 ++++++++++++++++++++++++to 0.00690051
Heightened Def Con from 0.00690052 ++++++++++++++++++++++++to 0.00690052
Heightened Def Con from 0.00690052 ++++++++++++++++++++++++to 0.00690052
Heightened Def Con from 0.00690052 ++++++++++++++++++++++++to 0.00690052
Heightened Def Con from 0.00690052 ++++++++++++++++++++++++to 0.00690052
Heightened Def Con from 0.00690052 ++++++++++++++++++++++++to 0.00690052
Heightened Def Con from 0.00690052 ++++++++++++++++++++++++to 0.00690053
Heightened Def Con from 0.00690053 ++++++++++++++++++++++++to 0.00690053
Heightened Def Con from 0.00690053 ++++++++++++++++++++++++to 0.00690053
Heightened Def Con from 0.00690053 ++++++++++++++++++++++++to 0.00690053
Heightened Def Con from 0.00690053 ++++++++++++++++++++++++to 0.00690053
Heightened Def Con from 0.00690053 ++++++++++++++++++++++++to 0.00690054
Heightened Def Con from 0.00690054 ++++++++++++++++++++++++to 0.00690054
Heightened Def Con from 0.00690054 ++++++++++++++++++++++++to 0.00690054
Heightened Def Con from 0.00690054 ++++++++++++++++++++++++to 0.00690054
Heightened Def Con from 0.00690054 ++++++++++++++++++++++++to 0.00690054
Heightened Def Con from 0.00690054 ++++++++++++++++++++++++to 0.00690054
Heightened Def Con from 0.00690055 ++++++++++++++++++++++++to 0.00690055
Heightened Def Con from 0.00690055 ++++++++++++++++++++++++to 0.00690055
Heightened Def Con from 0.00690055 ++++++++++++++++++++++++to 0.00690055
Heightened Def Con from 0.00690055 ++++++++++++++++++++++++to 0.00690055
Heightened Def Con from 0.00690055 ++++++++++++++++++++++++to 0.00690055
Heightened Def Con from 0.00690056 ++++++++++++++++++++++++to 0.00690056
Heightened Def Con from 0.00690056 ++++++++++++++++++++++++to 0.00690056
Heightened Def Con from 0.00690056 ++++++++++++++++++++++++to 0.00690056
Heightened Def Con from 0.00690056 ++++++++++++++++++++++++to 0.00690056
Heightened Def Con from 0.00690056 ++++++++++++++++++++++++to 0.00690056
Heightened Def Con from 0.00690057 ++++++++++++++++++++++++to 0.00690057
Heightened Def Con from 0.00690057 ++++++++++++++++++++++++to 0.00690057
Heightened Def Con from 0.00690057 ++++++++++++++++++++++++to 0.00690057
Heightened Def Con from 0.00690057 ++++++++++++++++++++++++to 0.00690057
Heightened Def Con from 0.00690057 ++++++++++++++++++++++++to 0.00690057
Heightened Def Con from 0.00690057 ++++++++++++++++++++++++to 0.00690058
Heightened Def Con from 0.00690058 ++++++++++++++++++++++++to 0.00690058
Heightened Def Con from 0.00690058 ++++++++++++++++++++++++to 0.00690058
Heightened Def Con from 0.00690058 ++++++++++++++++++++++++to 0.00690058
Heightened Def Con from 0.00690058 ++++++++++++++++++++++++to 0.00690058
Heightened Def Con from 0.00690058 ++++++++++++++++++++++++to 0.00690059
Heightened Def Con from 0.00690059 ++++++++++++++++++++++++to 0.00690059
Heightened Def Con from 0.00690059 ++++++++++++++++++++++++to 0.00690059
Heightened Def Con from 0.00690059 ++++++++++++++++++++++++to 0.00690059
Heightened Def Con from 0.00690059 ++++++++++++++++++++++++to 0.00690059
Heightened Def Con from 0.00690059 ++++++++++++++++++++++++to 0.0069006
Heightened Def Con from 0.0069006 ++++++++++++++++++++++++to 0.0069006
Heightened Def Con from 0.0069006 ++++++++++++++++++++++++to 0.0069006
Heightened Def Con from 0.0069006 ++++++++++++++++++++++++to 0.0069006
Heightened Def Con from 0.0069006 ++++++++++++++++++++++++to 0.0069006
Heightened Def Con from 0.0069006 ++++++++++++++++++++++++to 0.0069006
Heightened Def Con from 0.00690061 ++++++++++++++++++++++++to 0.00690061
Heightened Def Con from 0.00690061 ++++++++++++++++++++++++to 0.00690061
Heightened Def Con from 0.00690061 ++++++++++++++++++++++++to 0.00690061
Heightened Def Con from 0.00690061 ++++++++++++++++++++++++to 0.00690061
Heightened Def Con from 0.00690061 ++++++++++++++++++++++++to 0.00690061
Heightened Def Con from 0.00690062 ++++++++++++++++++++++++to 0.00690062
Heightened Def Con from 0.00690062 ++++++++++++++++++++++++to 0.00690062
Heightened Def Con from 0.00690062 ++++++++++++++++++++++++to 0.00690062
Heightened Def Con from 0.00690062 ++++++++++++++++++++++++to 0.00690062
Heightened Def Con from 0.00690062 ++++++++++++++++++++++++to 0.00690062
Heightened Def Con from 0.00690062 ++++++++++++++++++++++++to 0.00690063
Heightened Def Con from 0.00690063 ++++++++++++++++++++++++to 0.00690063
Heightened Def Con from 0.00690063 ++++++++++++++++++++++++to 0.00690063
Heightened Def Con from 0.00690063 ++++++++++++++++++++++++to 0.00690063
Heightened Def Con from 0.00690063 ++++++++++++++++++++++++to 0.00690063
Heightened Def Con from 0.00690063 ++++++++++++++++++++++++to 0.00690064
Heightened Def Con from 0.00690064 ++++++++++++++++++++++++to 0.00690064
Heightened Def Con from 0.00690064 ++++++++++++++++++++++++to 0.00690064
Heightened Def Con from 0.00690064 ++++++++++++++++++++++++to 0.00690064
Heightened Def Con from 0.00690064 ++++++++++++++++++++++++to 0.00690064
Heightened Def Con from 0.00690064 ++++++++++++++++++++++++to 0.00690065
Heightened Def Con from 0.00690065 ++++++++++++++++++++++++to 0.00690065
Heightened Def Con from 0.00690065 ++++++++++++++++++++++++to 0.00690065
Heightened Def Con from 0.00690065 ++++++++++++++++++++++++to 0.00690065
Heightened Def Con from 0.00690065 ++++++++++++++++++++++++to 0.00690065
Heightened Def Con from 0.00690065 ++++++++++++++++++++++++to 0.00690065
Heightened Def Con from 0.00690066 ++++++++++++++++++++++++to 0.00690066
Heightened Def Con from 0.00690066 ++++++++++++++++++++++++to 0.00690066
Heightened Def Con from 0.00690066 ++++++++++++++++++++++++to 0.00690066
Heightened Def Con from 0.00690066 ++++++++++++++++++++++++to 0.00690066
Heightened Def Con from 0.00690066 ++++++++++++++++++++++++to 0.00690066
Heightened Def Con from 0.00690067 ++++++++++++++++++++++++to 0.00690067
Heightened Def Con from 0.00690067 ++++++++++++++++++++++++to 0.00690067
Heightened Def Con from 0.00690067 ++++++++++++++++++++++++to 0.00690067
Heightened Def Con from 0.00690067 ++++++++++++++++++++++++to 0.00690067
Heightened Def Con from 0.00690067 ++++++++++++++++++++++++to 0.00690067
Heightened Def Con from 0.00690067 ++++++++++++++++++++++++to 0.00690068
Heightened Def Con from 0.00690068 ++++++++++++++++++++++++to 0.00690068
Heightened Def Con from 0.00690068 ++++++++++++++++++++++++to 0.00690068
Heightened Def Con from 0.00690068 ++++++++++++++++++++++++to 0.00690068
Heightened Def Con from 0.00690068 ++++++++++++++++++++++++to 0.00690068
Heightened Def Con from 0.00690068 ++++++++++++++++++++++++to 0.00690069
Heightened Def Con from 0.00690069 ++++++++++++++++++++++++to 0.00690069
Heightened Def Con from 0.00690069 ++++++++++++++++++++++++to 0.00690069
Heightened Def Con from 0.00690069 ++++++++++++++++++++++++to 0.00690069
Heightened Def Con from 0.00690069 ++++++++++++++++++++++++to 0.00690069
Heightened Def Con from 0.00690069 ++++++++++++++++++++++++to 0.0069007
Heightened Def Con from 0.0069007 ++++++++++++++++++++++++to 0.0069007
Heightened Def Con from 0.0069007 ++++++++++++++++++++++++to 0.0069007
Heightened Def Con from 0.0069007 ++++++++++++++++++++++++to 0.0069007
Heightened Def Con from 0.0069007 ++++++++++++++++++++++++to 0.0069007
Heightened Def Con from 0.0069007 ++++++++++++++++++++++++to 0.0069007
Heightened Def Con from 0.00690071 ++++++++++++++++++++++++to 0.00690071
Heightened Def Con from 0.00690071 ++++++++++++++++++++++++to 0.00690071
Heightened Def Con from 0.00690071 ++++++++++++++++++++++++to 0.00690071
Heightened Def Con from 0.00690071 ++++++++++++++++++++++++to 0.00690071
Heightened Def Con from 0.00690071 ++++++++++++++++++++++++to 0.00690071
Heightened Def Con from 0.00690072 ++++++++++++++++++++++++to 0.00690072
Heightened Def Con from 0.00690072 ++++++++++++++++++++++++to 0.00690072
Heightened Def Con from 0.00690072 ++++++++++++++++++++++++to 0.00690072
Heightened Def Con from 0.00690072 ++++++++++++++++++++++++to 0.00690072
Heightened Def Con from 0.00690072 ++++++++++++++++++++++++to 0.00690072
Heightened Def Con from 0.00690072 ++++++++++++++++++++++++to 0.00690073
Heightened Def Con from 0.00690073 ++++++++++++++++++++++++to 0.00690073
Heightened Def Con from 0.00690073 ++++++++++++++++++++++++to 0.00690073
Heightened Def Con from 0.00690073 ++++++++++++++++++++++++to 0.00690073
Heightened Def Con from 0.00690073 ++++++++++++++++++++++++to 0.00690073
Heightened Def Con from 0.00690073 ++++++++++++++++++++++++to 0.00690074
Heightened Def Con from 0.00690074 ++++++++++++++++++++++++to 0.00690074
Heightened Def Con from 0.00690074 ++++++++++++++++++++++++to 0.00690074
Heightened Def Con from 0.00690074 ++++++++++++++++++++++++to 0.00690074
Heightened Def Con from 0.00690074 ++++++++++++++++++++++++to 0.00690074
Heightened Def Con from 0.00690074 ++++++++++++++++++++++++to 0.00690075
Heightened Def Con from 0.00690075 ++++++++++++++++++++++++to 0.00690075
Heightened Def Con from 0.00690075 ++++++++++++++++++++++++to 0.00690075
Heightened Def Con from 0.00690075 ++++++++++++++++++++++++to 0.00690075
Heightened Def Con from 0.00690075 ++++++++++++++++++++++++to 0.00690075
Heightened Def Con from 0.00690075 ++++++++++++++++++++++++to 0.00690075
Heightened Def Con from 0.00690076 ++++++++++++++++++++++++to 0.00690076
Heightened Def Con from 0.00690076 ++++++++++++++++++++++++to 0.00690076
Heightened Def Con from 0.00690076 ++++++++++++++++++++++++to 0.00690076
Heightened Def Con from 0.00690076 ++++++++++++++++++++++++to 0.00690076
Heightened Def Con from 0.00690076 ++++++++++++++++++++++++to 0.00690076
Heightened Def Con from 0.00690077 ++++++++++++++++++++++++to 0.00690077
Heightened Def Con from 0.00690077 ++++++++++++++++++++++++to 0.00690077
Heightened Def Con from 0.00690077 ++++++++++++++++++++++++to 0.00690077
Heightened Def Con from 0.00690077 ++++++++++++++++++++++++to 0.00690077
Heightened Def Con from 0.00690077 ++++++++++++++++++++++++to 0.00690077
Heightened Def Con from 0.00690077 ++++++++++++++++++++++++to 0.00690078
Heightened Def Con from 0.00690078 ++++++++++++++++++++++++to 0.00690078
Heightened Def Con from 0.00690078 ++++++++++++++++++++++++to 0.00690078
Heightened Def Con from 0.00690078 ++++++++++++++++++++++++to 0.00690078
Heightened Def Con from 0.00690078 ++++++++++++++++++++++++to 0.00690078
Heightened Def Con from 0.00690078 ++++++++++++++++++++++++to 0.00690079
Heightened Def Con from 0.00690079 ++++++++++++++++++++++++to 0.00690079
Heightened Def Con from 0.00690079 ++++++++++++++++++++++++to 0.00690079
Heightened Def Con from 0.00690079 ++++++++++++++++++++++++to 0.00690079
Heightened Def Con from 0.00690079 ++++++++++++++++++++++++to 0.00690079
Heightened Def Con from 0.00690079 ++++++++++++++++++++++++to 0.0069008
Heightened Def Con from 0.0069008 ++++++++++++++++++++++++to 0.0069008
Heightened Def Con from 0.0069008 ++++++++++++++++++++++++to 0.0069008
Heightened Def Con from 0.0069008 ++++++++++++++++++++++++to 0.0069008
Heightened Def Con from 0.0069008 ++++++++++++++++++++++++to 0.0069008
Heightened Def Con from 0.0069008 ++++++++++++++++++++++++to 0.0069008
Heightened Def Con from 0.00690081 ++++++++++++++++++++++++to 0.00690081
Heightened Def Con from 0.00690081 ++++++++++++++++++++++++to 0.00690081
Heightened Def Con from 0.00690081 ++++++++++++++++++++++++to 0.00690081
Heightened Def Con from 0.00690081 ++++++++++++++++++++++++to 0.00690081
Heightened Def Con from 0.00690081 ++++++++++++++++++++++++to 0.00690081
Heightened Def Con from 0.00690082 ++++++++++++++++++++++++to 0.00690082
Heightened Def Con from 0.00690082 ++++++++++++++++++++++++to 0.00690082
Heightened Def Con from 0.00690082 ++++++++++++++++++++++++to 0.00690082
Heightened Def Con from 0.00690082 ++++++++++++++++++++++++to 0.00690082
Heightened Def Con from 0.00690082 ++++++++++++++++++++++++to 0.00690082
Heightened Def Con from 0.00690082 ++++++++++++++++++++++++to 0.00690083
Heightened Def Con from 0.00690083 ++++++++++++++++++++++++to 0.00690083
Heightened Def Con from 0.00690083 ++++++++++++++++++++++++to 0.00690083
Heightened Def Con from 0.00690083 ++++++++++++++++++++++++to 0.00690083
Heightened Def Con from 0.00690083 ++++++++++++++++++++++++to 0.00690083
Heightened Def Con from 0.00690083 ++++++++++++++++++++++++to 0.00690084
Heightened Def Con from 0.00690084 ++++++++++++++++++++++++to 0.00690084
Heightened Def Con from 0.00690084 ++++++++++++++++++++++++to 0.00690084
Heightened Def Con from 0.00690084 ++++++++++++++++++++++++to 0.00690084
Heightened Def Con from 0.00690084 ++++++++++++++++++++++++to 0.00690084
Heightened Def Con from 0.00690084 ++++++++++++++++++++++++to 0.00690085
Heightened Def Con from 0.00690085 ++++++++++++++++++++++++to 0.00690085
Heightened Def Con from 0.00690085 ++++++++++++++++++++++++to 0.00690085
Heightened Def Con from 0.00690085 ++++++++++++++++++++++++to 0.00690085
Heightened Def Con from 0.00690085 ++++++++++++++++++++++++to 0.00690085
Heightened Def Con from 0.00690085 ++++++++++++++++++++++++to 0.00690085
Heightened Def Con from 0.00690086 ++++++++++++++++++++++++to 0.00690086
Heightened Def Con from 0.00690086 ++++++++++++++++++++++++to 0.00690086
Heightened Def Con from 0.00690086 ++++++++++++++++++++++++to 0.00690086
Heightened Def Con from 0.00690086 ++++++++++++++++++++++++to 0.00690086
Heightened Def Con from 0.00690086 ++++++++++++++++++++++++to 0.00690086
Heightened Def Con from 0.00690087 ++++++++++++++++++++++++to 0.00690087
Heightened Def Con from 0.00690087 ++++++++++++++++++++++++to 0.00690087
Heightened Def Con from 0.00690087 ++++++++++++++++++++++++to 0.00690087
Heightened Def Con from 0.00690087 ++++++++++++++++++++++++to 0.00690087
Heightened Def Con from 0.00690087 ++++++++++++++++++++++++to 0.00690087
Heightened Def Con from 0.00690087 ++++++++++++++++++++++++to 0.00690088
Heightened Def Con from 0.00690088 ++++++++++++++++++++++++to 0.00690088
Heightened Def Con from 0.00690088 ++++++++++++++++++++++++to 0.00690088
Heightened Def Con from 0.00690088 ++++++++++++++++++++++++to 0.00690088
Heightened Def Con from 0.00690088 ++++++++++++++++++++++++to 0.00690088
Heightened Def Con from 0.00690088 ++++++++++++++++++++++++to 0.00690089
Heightened Def Con from 0.00690089 ++++++++++++++++++++++++to 0.00690089
Heightened Def Con from 0.00690089 ++++++++++++++++++++++++to 0.00690089
Heightened Def Con from 0.00690089 ++++++++++++++++++++++++to 0.00690089
Heightened Def Con from 0.00690089 ++++++++++++++++++++++++to 0.00690089
Heightened Def Con from 0.00690089 ++++++++++++++++++++++++to 0.0069009
Heightened Def Con from 0.0069009 ++++++++++++++++++++++++to 0.0069009
Heightened Def Con from 0.0069009 ++++++++++++++++++++++++to 0.0069009
Heightened Def Con from 0.0069009 ++++++++++++++++++++++++to 0.0069009
Heightened Def Con from 0.0069009 ++++++++++++++++++++++++to 0.0069009
Heightened Def Con from 0.0069009 ++++++++++++++++++++++++to 0.0069009
Heightened Def Con from 0.00690091 ++++++++++++++++++++++++to 0.00690091
Heightened Def Con from 0.00690091 ++++++++++++++++++++++++to 0.00690091
Heightened Def Con from 0.00690091 ++++++++++++++++++++++++to 0.00690091
Heightened Def Con from 0.00690091 ++++++++++++++++++++++++to 0.00690091
Heightened Def Con from 0.00690091 ++++++++++++++++++++++++to 0.00690091
Heightened Def Con from 0.00690092 ++++++++++++++++++++++++to 0.00690092
Heightened Def Con from 0.00690092 ++++++++++++++++++++++++to 0.00690092
Heightened Def Con from 0.00690092 ++++++++++++++++++++++++to 0.00690092
Heightened Def Con from 0.00690092 ++++++++++++++++++++++++to 0.00690092
Heightened Def Con from 0.00690092 ++++++++++++++++++++++++to 0.00690092
Heightened Def Con from 0.00690092 ++++++++++++++++++++++++to 0.00690093
Heightened Def Con from 0.00690093 ++++++++++++++++++++++++to 0.00690093
Heightened Def Con from 0.00690093 ++++++++++++++++++++++++to 0.00690093
Heightened Def Con from 0.00690093 ++++++++++++++++++++++++to 0.00690093
Heightened Def Con from 0.00690093 ++++++++++++++++++++++++to 0.00690093
Heightened Def Con from 0.00690093 ++++++++++++++++++++++++to 0.00690094
Heightened Def Con from 0.00690094 ++++++++++++++++++++++++to 0.00690094
Heightened Def Con from 0.00690094 ++++++++++++++++++++++++to 0.00690094
Heightened Def Con from 0.00690094 ++++++++++++++++++++++++to 0.00690094
Heightened Def Con from 0.00690094 ++++++++++++++++++++++++to 0.00690094
Heightened Def Con from 0.00690094 ++++++++++++++++++++++++to 0.00690095
Heightened Def Con from 0.00690095 ++++++++++++++++++++++++to 0.00690095
Heightened Def Con from 0.00690095 ++++++++++++++++++++++++to 0.00690095
Heightened Def Con from 0.00690095 ++++++++++++++++++++++++to 0.00690095
Heightened Def Con from 0.00690095 ++++++++++++++++++++++++to 0.00690095
Heightened Def Con from 0.00690095 ++++++++++++++++++++++++to 0.00690095
Heightened Def Con from 0.00690096 ++++++++++++++++++++++++to 0.00690096
Heightened Def Con from 0.00690096 ++++++++++++++++++++++++to 0.00690096
Heightened Def Con from 0.00690096 ++++++++++++++++++++++++to 0.00690096
Heightened Def Con from 0.00690096 ++++++++++++++++++++++++to 0.00690096
Heightened Def Con from 0.00690096 ++++++++++++++++++++++++to 0.00690096
Heightened Def Con from 0.00690097 ++++++++++++++++++++++++to 0.00690097
Heightened Def Con from 0.00690097 ++++++++++++++++++++++++to 0.00690097
Heightened Def Con from 0.00690097 ++++++++++++++++++++++++to 0.00690097
Heightened Def Con from 0.00690097 ++++++++++++++++++++++++to 0.00690097
Heightened Def Con from 0.00690097 ++++++++++++++++++++++++to 0.00690097
Heightened Def Con from 0.00690098 ++++++++++++++++++++++++to 0.00690098
Heightened Def Con from 0.00690098 ++++++++++++++++++++++++to 0.00690098
Heightened Def Con from 0.00690098 ++++++++++++++++++++++++to 0.00690098
Heightened Def Con from 0.00690098 ++++++++++++++++++++++++to 0.00690098
Heightened Def Con from 0.00690098 ++++++++++++++++++++++++to 0.00690098
Heightened Def Con from 0.00690098 ++++++++++++++++++++++++to 0.00690099
Heightened Def Con from 0.00690099 ++++++++++++++++++++++++to 0.00690099
Heightened Def Con from 0.00690099 ++++++++++++++++++++++++to 0.00690099
Heightened Def Con from 0.00690099 ++++++++++++++++++++++++to 0.00690099
Heightened Def Con from 0.00690099 ++++++++++++++++++++++++to 0.00690099
Heightened Def Con from 0.00690099 ++++++++++++++++++++++++to 0.006901
Heightened Def Con from 0.006901 ++++++++++++++++++++++++to 0.006901
Heightened Def Con from 0.006901 ++++++++++++++++++++++++to 0.006901
Heightened Def Con from 0.006901 ++++++++++++++++++++++++to 0.006901
Heightened Def Con from 0.006901 ++++++++++++++++++++++++to 0.006901
Heightened Def Con from 0.006901 ++++++++++++++++++++++++to 0.006901
Heightened Def Con from 0.00690101 ++++++++++++++++++++++++to 0.00690101
Heightened Def Con from 0.00690101 ++++++++++++++++++++++++to 0.00690101
Heightened Def Con from 0.00690101 ++++++++++++++++++++++++to 0.00690101
Heightened Def Con from 0.00690101 ++++++++++++++++++++++++to 0.00690101
Heightened Def Con from 0.00690101 ++++++++++++++++++++++++to 0.00690101
Heightened Def Con from 0.00690102 ++++++++++++++++++++++++to 0.00690102
Heightened Def Con from 0.00690102 ++++++++++++++++++++++++to 0.00690102
Heightened Def Con from 0.00690102 ++++++++++++++++++++++++to 0.00690102
Heightened Def Con from 0.00690102 ++++++++++++++++++++++++to 0.00690102
Heightened Def Con from 0.00690102 ++++++++++++++++++++++++to 0.00690102
Heightened Def Con from 0.00690103 ++++++++++++++++++++++++to 0.00690103
Heightened Def Con from 0.00690103 ++++++++++++++++++++++++to 0.00690103
Heightened Def Con from 0.00690103 ++++++++++++++++++++++++to 0.00690103
Heightened Def Con from 0.00690103 ++++++++++++++++++++++++to 0.00690103
Heightened Def Con from 0.00690103 ++++++++++++++++++++++++to 0.00690103
